Parent Cell	Interaction Type	Daughter Cell	Cell Common Name	Daughter Cell (No common names)	Parent Cell Generation	Node_size	Emb Term	Apoptoses	Emb Term Blast
ABprpppppp	cc	ABprppppppa (tail spike)		Abprppppppa	10	99	T	A	
ABprpppppp	cc	Abprppppppp (hyp 10)	hyp 10	ABprppppppp	10	99	T		
MSaaaaaa	cc	MSaaaaaal (GLRDL)	GLRDL	MSaaaaaal	10	99	T		
MSaaaaaa	cc	MSaaaaaar (GLRDR)	GLRDR	MSaaaaaar	10	99	T		
MSaaaaap	cc	MSaaaaapa		MSaaaaapa	10	99			
MSaaaaap	cc	MSaaaaapp (m4DL)	m4DL	MSaaaaapp	10	99	T		
MSaaaapa	cc	MSaaaapaa (I4)	I4	MSaaaapaa	10	99	T		
MSaaaapa	cc	MSaaaapap (m5DL)	m5DL	MSaaaapap	10	99	T		
MSaaaapp	cc	MSaaaappa		MSaaaappa	10	99	T	A	
MSaaaapp	cc	MSaaaappp (m7D)	m7D	MSaaaappp	10	99	T		
MSaaapaa	cc	MSaaapaaa (m3DL)	m3DL	MSaaapaaa	10	99	T		
MSaaapaa	cc	MSaaapaap (m4L)	m4L	MSaaapaap	10	99	T		
MSaaapap	cc	MSaaapapa (mc3DL)	mc3DL	MSaaapapa	10	99	T		
MSaaapap	cc	MSaaapapp (m8)	m8	MSaaapapp	10	99	T		
MSaapaaa	cc	MSaapaaaa (m4VL)	m4VL	MSaapaaaa	10	99	T		
MSaapaaa	cc	MSaapaaap (m5VL)	m5VL	MSaapaaap	10	99	T		
MSaapaap	cc	MSaapaapa		MSaapaapa	10	99			
MSaapaap	cc	MSaapaapp (m7VL)	m7VL	MSaapaapp	10	99	T		
MSaapapa	cc	MSaapapaa (g2L)	g2L	MSaapapaa	10	99	T		
MSaapapa	cc	MSaapapap		MSaapapap	10	99	T	A	
MSaapapp	cc	MSaapappa (m6VL)	m6VL	MSaapappa	10	99	T		
MSaapapp	cc	MSaapappp (vpi2DL)	vpi2DL	MSaapappp	10	99	T		
MSaapppa	cc	MSaapppaa (body muscle)	body muscle	MSaapppaa	10	99	T		
MSaapppa	cc	MSaapppap (body muscle)	body muscle	MSaapppap	10	99	T		
MSaapppp	cc	MSaappppa (body muscle)	body muscle	MSaappppa	10	99	T		
MSaapppp	cc	MSaappppp (body muscle)	body muscle	MSaappppp	10	99	T		
MSapaaaa	cc	MSapaaaad (GLRL)	GLRL	MSapaaaad	10	99	T		
MSapaaaa	cc	MSapaaaav (GLRVL)	GLRVL	MSapaaaav	10	99	T		
MSapapaa	cc	MSapapaaa (coelomocyte AL)	coelomocyte AL	MSapapaaa	10	99	T		
MSapapaa	cc	MSapapaap (coelomocyte PL)	coelomocyte PL	MSapapaap	10	99	T		
MSpaaaaa	cc	MSpaaaaaa (M4)	M4	MSpaaaaaa	10	99	T		
MSpaaaaa	cc	MSpaaaaap		MSpaaaaap	10	99	T	A	
MSpaaaap	cc	MSpaaaapa (m3DR)	m3DR	MSpaaaapa	10	99	T		
MSpaaaap	cc	MSpaaaapp (m4DR)	m4DR	MSpaaaapp	10	99	T		
MSpaaapa	cc	MSpaaapaa (I6)	I6	MSpaaapaa	10	99	T		
MSpaaapa	cc	MSpaaapap (M5)	M5	MSpaaapap	10	99	T		
MSpaaapp	cc	MSpaaappa (m5DR)	m5DR	MSpaaappa	10	99	T		
MSpaaapp	cc	MSpaaappp (m6D)	m6D	MSpaaappp	10	99	T		
MSpaapaa	cc	MSpaapaaa (M1)	M1	MSpaapaaa	10	99	T		
MSpaapaa	cc	MSpaapaap		MSpaapaap	10	99	T	A	
MSpaapap	cc	MSpaapapa (mc3DR)	mc3DR	MSpaapapa	10	99	T		
MSpaapap	cc	MSpaapapp (vpi1)	vpi1	MSpaapapp	10	99	T		
MSpapaaa	cc	MSpapaaaa (m4VR)	m4VR	MSpapaaaa	10	99	T		
MSpapaaa	cc	MSpapaaap (m5VR)	m5VR	MSpapaaap	10	99	T		
MSpapaap	cc	MSpapaapa		MSpapaapa	10	99			
MSpapaap	cc	MSpapaapp (m7VR)	m7VR	MSpapaapp	10	99	T		
MSpapapa	cc	MSpapapaa (g2R)	g2R	MSpapapaa	10	99	T		
MSpapapa	cc	MSpapapap		MSpapapap	10	99	T	A	
MSpapapp	cc	MSpapappa (m6VR)	m6VR	MSpapappa	10	99	T		
MSpapapp	cc	MSpapappp (vpi2DR)	vpi2DR	MSpapappp	10	99	T		
MSpapppa	cc	MSpapppaa (body muscle)	body muscle	MSpapppaa	10	99	T		
MSpapppa	cc	MSpapppap (body muscle)	body muscle	MSpapppap	10	99	T		
MSpapppp	cc	MSpappppa (body muscle)	body muscle	MSpappppa	10	99	T		
MSpapppp	cc	MSpappppp (body muscle)	body muscle	MSpappppp	10	99	T		
MSppaaaa	cc	MSppaaaad (GLRR)	GLRR	MSppaaaad	10	99	T		
MSppaaaa	cc	MSppaaaav (GLRVR)	GLRVR	MSppaaaav	10	99	T		
MSppapaa	cc	MSppapaaa (coelomocyte AR)	coelomocyte AR	MSppapaaa	10	99	T		
MSppapaa	cc	MSppapaap (coelomocyte PR)	coelomocyte PR	MSppapaap	10	99	T		
ABalaappppa	cc	ABalaappppaa (IL1R)	IL1R	ABalaappppaa	11	79	T		
ABalaappppa	cc	ABalaappppap		ABalaappppap	11	79	T	A	
ABalapaappa	cc	ABalapaappaa (IL1L)	IL1L	ABalapaappaa	11	79	T		
ABalapaappa	cc	ABalapaappap		ABalapaappap	11	79	T	A	
ABalapapapa	cc	ABalapapapaa (OLQDL)	OLQDL	ABalapapapaa	11	79	T		
ABalapapapa	cc	ABalapapapap		ABalapapapap	11	79	T	A	
ABalapappaa	cc	ABalapappaaa (IL1DL)	IL1DL	ABalapappaaa	11	79	T		
ABalapappaa	cc	ABalapappaap		ABalapappaap	11	79	T	A	
ABalapppapa	cc	ABalapppapaa (OLQDR)	OLQDR	ABalapppapaa	11	79	T		
ABalapppapa	cc	ABalapppapap		ABalapppapap	11	79	T	A	
ABalappppaa	cc	ABalappppaaa (IL1DR)	IL1DR	ABalappppaaa	11	79	T		
ABalappppaa	cc	ABalappppaap		ABalappppaap	11	79	T	A	
ABalpapapap	cc	ABalpapapapa		ABalpapapapa	11	79	T	A	
ABalpapapap	cc	ABalpapapapp (SMBDL)	SMBDL	ABalpapapapp	11	79	T		
ABalpappaap	cc	ABalpappaapa (I2L)	I2L	ABalpappaapa	11	79	T		
ABalpappaap	cc	ABalpappaapp		ABalpappaapp	11	79	T	A	
ABalppapppa	cc	ABalppapppaa (IL1VL)	IL1VL	ABalppapppaa	11	79	T		
ABalppapppa	cc	ABalppapppap		ABalppapppap	11	79	T	A	
ABalpppappp	cc	ABalpppapppa (ASKL)	ASKL	ABalpppapppa	11	79	T		
ABalpppappp	cc	ABalpppapppp		ABalpppapppp	11	79	T	A	
ABalppppapa	cc	ABalppppapaa (OLLL)	OLLL	ABalppppapaa	11	79	T		
ABalppppapa	cc	ABalppppapap		ABalppppapap	11	79	T	A	
ABalppppppa	cc	ABalppppppaa (ASEL)	ASEL	ABalppppppaa	11	79	T		
ABalppppppa	cc	ABalppppppap		ABalppppppap	11	79	T	A	
ABalppppppp	cc	ABalpppppppa (ASJL)	ASJL	ABalpppppppa	11	79	T		
ABalppppppp	cc	ABalpppppppp (AUAL)	AUAL	ABalpppppppp	11	79	T		
ABaraapapaa	cc	ABaraapapaad		ABaraapapaad	11	79	T	A	
ABaraapapaa	cc	ABaraapapaav (NSML)	NSML	ABaraapapaav	11	79	T		
ABaraapppaa	cc	ABaraapppaad		ABaraapppaad	11	79	T	A	
ABaraapppaa	cc	ABaraapppaav (NSMR)	NSMR	ABaraapppaav	11	79	T		
ABarapapaap	cc	ABarapapaapa (I2R)	I2R	ABarapapaapa	11	79	T		
ABarapapaap	cc	ABarapapaapp		ABarapapaapp	11	79	T	A	
ABarappapap	cc	ABarappapapa		ABarappapapa	11	79	T	A	
ABarappapap	cc	ABarappapapp (SMBDR)	SMBDR	ABarappapapp	11	79	T		
ABarapppppa	cc	ABarapppppaa (IL1VR)	IL1VR	ABarapppppaa	11	79	T		
ABarapppppa	cc	ABarapppppap		ABarapppppap	11	79	T	A	
ABarpapaapp	cc	ABarpapaappa (CEPDR)	CEPDR	ABarpapaappa	11	79	T		
ABarpapaapp	cc	ABarpapaappp (URXR)	URXR	ABarpapaappp	11	79	T		
ABplaaaaapp	cc	ABplaaaaappa (CEPDL)	CEPDL	ABplaaaaappa	11	79	T		
ABplaaaaapp	cc	ABplaaaaappp (URXL)	URXL	ABplaaaaappp	11	79	T		
ABplaapappp	cc	ABplaapapppa (ASIL)	ASIL	ABplaapapppa	11	79	T		
ABplaapappp	cc	ABplaapapppp		ABplaapapppp	11	79	T	A	
ABplapaaaap	cc	ABplapaaaapa (ADEL)	ADEL	ABplapaaaapa	11	79	T		
ABplapaaaap	cc	ABplapaaaapp (ADAL)	ADAL	ABplapaaaapp	11	79	T		
ABplapaaapa	cc	ABplapaaapad (FLPL)	FLPL	ABplapaaapad	11	79	T		
ABplapaaapa	cc	ABplapaaapav (AIZL)	AIZL	ABplapaaapav	11	79	T		
ABplapapppp	cc	ABplapappppa		ABplapappppa	11	79			
ABplapapppp	cc	ABplapappppp		ABplapappppp	11	79	T	A	
ABplapppapp	cc	ABplapppappa (HSNL)	HSNL	ABplapppappa	11	79	T		
ABplapppapp	cc	ABplapppappp (PHBL)	PHBL	ABplapppappp	11	79	T		
ABplpaaappa	cc	ABplpaaappaa (OLQVL)	OLQVL	ABplpaaappaa	11	79	T		
ABplpaaappa	cc	ABplpaaappap		ABplpaaappap	11	79	T	A	
ABplpaapppp	cc	ABplpaappppa (CEPVL)	CEPVL	ABplpaappppa	11	79	T		
ABplpaapppp	cc	ABplpaappppp		ABplpaappppp	11	79	T	A	
ABplppaaaap	cc	ABplppaaaapa		ABplppaaaapa	11	79	T	A	
ABplppaaaap	cc	ABplppaaaapp (RICL)	RICL	ABplppaaaapp	11	79	T		
ABplppapaaa	cc	ABplppapaaaa (SABVL)	SABVL	ABplppapaaaa	11	79	T		
ABplppapaaa	cc	ABplppapaaap (RIFL)	RIFL	ABplppapaaap	11	79	T		
ABplpppaapa	cc	ABplpppaapaa (PVCL)	PVCL	ABplpppaapaa	11	79	T		
ABplpppaapa	cc	ABplpppaapap (LUAL)	LUAL	ABplpppaapap	11	79	T		
ABpraaaappp	cc	ABpraaaapppa (ASKR)	ASKR	ABpraaaapppa	11	79	T		
ABpraaaappp	cc	ABpraaaapppp		ABpraaaapppp	11	79	T	A	
ABpraaapapa	cc	ABpraaapapaa (OLLR)	OLLR	ABpraaapapaa	11	79	T		
ABpraaapapa	cc	ABpraaapapap		ABpraaapapap	11	79	T	A	
ABpraaapppa	cc	ABpraaapppaa (ASER)	ASER	ABpraaapppaa	11	79	T		
ABpraaapppa	cc	ABpraaapppap		ABpraaapppap	11	79	T	A	
ABpraaapppp	cc	ABpraaappppa (ASJR)	ASJR	ABpraaappppa	11	79	T		
ABpraaapppp	cc	ABpraaappppp (AUAR)	AUAR	ABpraaappppp	11	79	T		
ABpraapappp	cc	ABpraapapppa (ASIR)	ASIR	ABpraapapppa	11	79	T		
ABpraapappp	cc	ABpraapapppp		ABpraapapppp	11	79	T	A	
ABprapaaaap	cc	ABprapaaaapa (ADER)	ADER	ABprapaaaapa	11	79	T		
ABprapaaaap	cc	ABprapaaaapp (ADAR)	ADAR	ABprapaaaapp	11	79	T		
ABprapaaapa	cc	ABprapaaapad (FLPR)	FLPR	ABprapaaapad	11	79	T		
ABprapaaapa	cc	ABprapaaapav (AIZR)	AIZR	ABprapaaapav	11	79	T		
ABprapapppp	cc	ABprapappppa		ABprapappppa	11	79			
ABprapapppp	cc	ABprapappppp		ABprapappppp	11	79	T	A	
ABprapppapp	cc	ABprapppappa (HSNR)	HSNR	ABprapppappa	11	79	T		
ABprapppapp	cc	ABprapppappp (PHBR)	PHBR	ABprapppappp	11	79	T		
ABprpaaappa	cc	ABprpaaappaa (OLQVR)	OLQVR	ABprpaaappaa	11	79	T		
ABprpaaappa	cc	ABprpaaappap		ABprpaaappap	11	79	T	A	
ABprpaapppp	cc	ABprpaappppa (CEPVR)	CEPVR	ABprpaappppa	11	79	T		
ABprpaapppp	cc	ABprpaappppp		ABprpaappppp	11	79	T	A	
ABprppaaaap	cc	ABprppaaaapa		ABprppaaaapa	11	79	T	A	
ABprppaaaap	cc	ABprppaaaapp (RICR)	RICR	ABprppaaaapp	11	79	T		
ABprppapaaa	cc	ABprppapaaaa (SABVR)	SABVR	ABprppapaaaa	11	79	T		
ABprppapaaa	cc	ABprppapaaap (RIFR)	RIFR	ABprppapaaap	11	79	T		
ABprpppaapa	cc	ABprpppaapaa (PVCR)	PVCR	ABprpppaapaa	11	79	T		
ABprpppaapa	cc	ABprpppaapap (LUAR)	LUAR	ABprpppaapap	11	79	T		
MSaaaaapa	cc	MSaaaaapaa (I3)	I3	MSaaaaapaa	11	79	T		
MSaaaaapa	cc	MSaaaaapap (g1P)	g1P	MSaaaaapap	11	79	T		
MSaapaapa	cc	MSaapaapaa (g1AL)	g1AL	MSaapaapaa	11	79	T		
MSaapaapa	cc	MSaapaapap		MSaapaapap	11	79	T	A	
MSpapaapa	cc	MSpapaapaa (g1AR)	g1AR	MSpapaapaa	11	79	T		
MSpapaapa	cc	MSpapaapap		MSpapaapap	11	79	T	A	
ABplapappppa	cc	ABplapappppaa (PLML)	PLML	ABplapappppaa	12	63	T		
ABplapappppa	cc	ABplapappppap (ALNL)	ALNL	ABplapappppap	12	63	T		
ABprapappppa	cc	ABprapappppaa (PLMR)	PLMR	ABprapappppaa	12	63	T		
ABprapappppa	cc	ABprapappppap (ALNR)	ALNR	ABprapappppap	12	63	T		
									
									
									
									
									
Attributes									
AB	=	Cell							
ABa	=	Cell							
ABal	=	Cell							
ABala	=	Cell							
ABalaa	=	Cell							
ABalaaa	=	Cell							
ABalaaaa	=	Cell							
ABalaaaal	=	Cell							
ABalaaaala	=	Cell							
ABalaaaalal (AINL)	=	Cell							
ABalaaaalar	=	Cell							
ABalaaaalp	=	Cell							
ABalaaaalpa	=	Cell							
ABalaaaalpp (ILshL)	=	Cell							
ABalaaaar	=	Cell							
ABalaaaarl	=	Cell							
ABalaaaarla	=	Cell							
ABalaaaarlp (RMEL)	=	Cell							
ABalaaaarr	=	Cell							
ABalaaaarra	=	Cell							
ABalaaaarrp (RMER)	=	Cell							
ABalaaap	=	Cell							
ABalaaapa	=	Cell							
ABalaaapal	=	Cell							
ABalaaapall (ILsoL)	=	Cell							
ABalaaapalr (AVDL)	=	Cell							
ABalaaapar	=	Cell							
ABalaaaparl	=	Cell							
ABalaaaparr (ILshDL)	=	Cell							
ABalaaapp	=	Cell							
ABalaaappl	=	Cell							
ABalaaappll (ILshDR)	=	Cell							
ABalaaapplr	=	Cell							
ABalaaappr	=	Cell							
ABalaaapprl (AVDR)	=	Cell							
ABalaaapprr (ILsoR)	=	Cell							
ABalaap	=	Cell							
ABalaapa	=	Cell							
ABalaapaa	=	Cell							
ABalaapaaa	=	Cell							
ABalaapaaal	=	Cell							
ABalaapaaar (AINR)	=	Cell							
ABalaapaap	=	Cell							
ABalaapaapa	=	Cell							
ABalaapaapp (ILshR)	=	Cell							
ABalaapap	=	Cell							
ABalaapapa	=	Cell							
ABalaapapp	=	Cell							
ABalaapappa	=	Cell							
ABalaapappp (CEPsoVR)	=	Cell							
ABalaapp	=	Cell							
ABalaappa	=	Cell							
ABalaappaa	=	Cell							
ABalaappap	=	Cell							
ABalaappapa (AVAR)	=	Cell							
ABalaappapp (OLQsoVR)	=	Cell							
ABalaappp	=	Cell							
ABalaapppa	=	Cell							
ABalaapppaa (RIAR)	=	Cell							
ABalaapppap	=	Cell							
ABalaapppp	=	Cell							
ABalaappppa	=	Cell							
ABalaappppaa (IL1R)	=	Cell							
ABalaappppap	=	Cell							
ABalaappppp (IL2R)	=	Cell							
ABalap	=	Cell							
ABalapa	=	Cell							
ABalapaa	=	Cell							
ABalapaaa	=	Cell							
ABalapaaaa	=	Cell							
ABalapaaaaa (AVHL)	=	Cell							
ABalapaaaap	=	Cell							
ABalapaaap	=	Cell							
ABalapaaapa (CANL)	=	Cell							
ABalapaaapp (OLLsoL)	=	Cell							
ABalapaap	=	Cell							
ABalapaapa	=	Cell							
ABalapaapaa (RIAL)	=	Cell							
ABalapaapap	=	Cell							
ABalapaapp	=	Cell							
ABalapaappa	=	Cell							
ABalapaappaa (IL1L)	=	Cell							
ABalapaappap	=	Cell							
ABalapaappp (IL2L)	=	Cell							
ABalapap	=	Cell							
ABalapapa	=	Cell							
ABalapapaa	=	Cell							
ABalapapap	=	Cell							
ABalapapapa	=	Cell							
ABalapapapaa (OLQDL)	=	Cell							
ABalapapapap	=	Cell							
ABalapapapp (URYDL)	=	Cell							
ABalapapp	=	Cell							
ABalapappa	=	Cell							
ABalapappaa	=	Cell							
ABalapappaaa (IL1DL)	=	Cell							
ABalapappaap	=	Cell							
ABalapappap (IL2DL)	=	Cell							
ABalapappp	=	Cell							
ABalapapppa (AVJL)	=	Cell							
ABalapapppp (CEPsoDL)	=	Cell							
ABalapp	=	Cell							
ABalappa	=	Cell							
ABalappaa	=	Cell							
ABalappaaa	=	Cell							
ABalappaap	=	Cell							
ABalappaapa (RID)	=	Cell							
ABalappaapp	=	Cell							
ABalappap	=	Cell							
ABalappapa	=	Cell							
ABalappapaa (AVHR)	=	Cell							
ABalappapap	=	Cell							
ABalappapp	=	Cell							
ABalappappa (CANR)	=	Cell							
ABalappappp (OLLsoR)	=	Cell							
ABalappp	=	Cell							
ABalapppa	=	Cell							
ABalapppaa	=	Cell							
ABalapppaaa (ALA)	=	Cell							
ABalapppaap (RMED)	=	Cell							
ABalapppap	=	Cell							
ABalapppapa	=	Cell							
ABalapppapaa (OLQDR)	=	Cell							
ABalapppapap	=	Cell							
ABalapppapp (URYDR)	=	Cell							
ABalapppp	=	Cell							
ABalappppa	=	Cell							
ABalappppaa	=	Cell							
ABalappppaaa (IL1DR)	=	Cell							
ABalappppaap	=	Cell							
ABalappppap (IL2DR)	=	Cell							
ABalappppp	=	Cell							
ABalapppppa (AVJR)	=	Cell							
ABalapppppp (CEPsoDR)	=	Cell							
ABalp	=	Cell							
ABalpa	=	Cell							
ABalpaa	=	Cell							
ABalpaaa	=	Cell							
ABalpaaaa	=	Cell							
ABalpaaaaa	=	Cell							
ABalpaaaaaa (e3VL)	=	Cell							
ABalpaaaaap (m2VL)	=	Cell							
ABalpaaaap	=	Cell							
ABalpaaaapa (m1VL)	=	Cell							
ABalpaaaapp	=	Cell							
ABalpaaap	=	Cell							
ABalpaaapa	=	Cell							
ABalpaaapaa (m2L)	=	Cell							
ABalpaaapap	=	Cell							
ABalpaaapp	=	Cell							
ABalpaaappa	=	Cell							
ABalpaaappp (MCL)	=	Cell							
ABalpaap	=	Cell							
ABalpaapa	=	Cell							
ABalpaapaa	=	Cell							
ABalpaapaaa (arc post DL)	=	Cell							
ABalpaapaap (e2DL)	=	Cell							
ABalpaapap	=	Cell							
ABalpaapapa (mc1DL)	=	Cell							
ABalpaapapp (m3L)	=	Cell							
ABalpaapp	=	Cell							
ABalpaappa	=	Cell							
ABalpaappaa (arc ant DL)	=	Cell							
ABalpaappap (arc post VL)	=	Cell							
ABalpaappp	=	Cell							
ABalpaapppa (hyp 1 DL)	=	Cell							
ABalpaapppp (hyp 2 DL)	=	Cell							
ABalpap	=	Cell							
ABalpapa	=	Cell							
ABalpapaa	=	Cell							
ABalpapaaa	=	Cell							
ABalpapaaaa (RIPL)	=	Cell							
ABalpapaaap (hyp 2 V)	=	Cell							
ABalpapaap	=	Cell							
ABalpapaapa (arc ant V)	=	Cell							
ABalpapaapp	=	Cell							
ABalpapap	=	Cell							
ABalpapapa	=	Cell							
ABalpapapaa (RMDDL)	=	Cell							
ABalpapapap	=	Cell							
ABalpapapapa	=	Cell							
ABalpapapapp (SMBDL)	=	Cell							
ABalpapapp	=	Cell							
ABalpapappa	=	Cell							
ABalpapappp (SMBVL)	=	Cell							
ABalpapp	=	Cell							
ABalpappa	=	Cell							
ABalpappaa	=	Cell							
ABalpappaaa	=	Cell							
ABalpappaap	=	Cell							
ABalpappaapa (I2L)	=	Cell							
ABalpappaapp	=	Cell							
ABalpappap	=	Cell							
ABalpappapa (e2V)	=	Cell							
ABalpappapp (mc3V)	=	Cell							
ABalpappp	=	Cell							
ABalpapppa	=	Cell							
ABalpapppaa (I1L)	=	Cell							
ABalpapppap	=	Cell							
ABalpapppp	=	Cell							
ABalpappppa (mc1V)	=	Cell							
ABalpappppp (m3VL)	=	Cell							
ABalpp	=	Cell							
ABalppa	=	Cell							
ABalppaa	=	Cell							
ABalppaaa	=	Cell							
ABalppaaaa	=	Cell							
ABalppaaap	=	Cell							
ABalppaaapa (AVAL)	=	Cell							
ABalppaaapp (OLQsoVL)	=	Cell							
ABalppaap	=	Cell							
ABalppaapa	=	Cell							
ABalppaapp	=	Cell							
ABalppaappa	=	Cell							
ABalppaappp (CEPsoVL)	=	Cell							
ABalppap	=	Cell							
ABalppapa	=	Cell							
ABalppapaa	=	Cell							
ABalppapaaa (RMDVL)	=	Cell							
ABalppapaap (ILshVL)	=	Cell							
ABalppapap	=	Cell							
ABalppapapa (SAADL)	=	Cell							
ABalppapapp (ILsoVL)	=	Cell							
ABalppapp	=	Cell							
ABalppappa	=	Cell							
ABalppappaa (SMDVL)	=	Cell							
ABalppappap (BAGL)	=	Cell							
ABalppappp	=	Cell							
ABalppapppa	=	Cell							
ABalppapppaa (IL1VL)	=	Cell							
ABalppapppap	=	Cell							
ABalppapppp (IL2VL)	=	Cell							
ABalppp	=	Cell							
ABalpppa	=	Cell							
ABalpppaa	=	Cell							
ABalpppaaa	=	Cell							
ABalpppaaaa (AVEL)	=	Cell							
ABalpppaaap (OLQshVL)	=	Cell							
ABalpppaap	=	Cell							
ABalpppaapd (OLLshL)	=	Cell							
ABalpppaapv	=	Cell							
ABalpppap	=	Cell							
ABalpppapa	=	Cell							
ABalpppapad (RMDL)	=	Cell							
ABalpppapav (AFDL)	=	Cell							
ABalpppapp	=	Cell							
ABalpppappa	=	Cell							
ABalpppappp	=	Cell							
ABalpppapppa (ASKL)	=	Cell							
ABalpppapppp	=	Cell							
ABalpppp	=	Cell							
ABalppppa	=	Cell							
ABalppppaa	=	Cell							
ABalppppaad (ADLL)	=	Cell							
ABalppppaav	=	Cell							
ABalppppap	=	Cell							
ABalppppapa	=	Cell							
ABalppppapaa (OLLL)	=	Cell							
ABalppppapap	=	Cell							
ABalppppapp	=	Cell							
ABalppppp	=	Cell							
ABalpppppa	=	Cell							
ABalpppppaa (ADFL)	=	Cell							
ABalpppppap (AWBL)	=	Cell							
ABalpppppp	=	Cell							
ABalppppppa	=	Cell							
ABalppppppaa (ASEL)	=	Cell							
ABalppppppap	=	Cell							
ABalppppppp	=	Cell							
ABalpppppppa (ASJL)	=	Cell							
ABalpppppppp (AUAL)	=	Cell							
ABar	=	Cell							
ABara	=	Cell							
ABaraa	=	Cell							
ABaraaa	=	Cell							
ABaraaaa	=	Cell							
ABaraaaaa	=	Cell							
ABaraaaaaa	=	Cell							
ABaraaaaaaa (e1VL)	=	Cell							
ABaraaaaaap (m1L)	=	Cell							
ABaraaaaap	=	Cell							
ABaraaaaapa (e1VR)	=	Cell							
ABaraaaaapp (m1R)	=	Cell							
ABaraaaap	=	Cell							
ABaraaaapa	=	Cell							
ABaraaaapaa	=	Cell							
ABaraaaapap (e1D)	=	Cell							
ABaraaaapp	=	Cell							
ABaraaap	=	Cell							
ABaraaapa	=	Cell							
ABaraaapaa	=	Cell							
ABaraaapaaa (arc post DR)	=	Cell							
ABaraaapaap (e2DR)	=	Cell							
ABaraaapap	=	Cell							
ABaraaapapa (mc1DR)	=	Cell							
ABaraaapapp (m4R)	=	Cell							
ABaraaapp	=	Cell							
ABaraaappa	=	Cell							
ABaraaappaa (arc post D)	=	Cell							
ABaraaappap (arc post VR)	=	Cell							
ABaraaappp	=	Cell							
ABaraaapppa (arc ant DR)	=	Cell							
ABaraaapppp (hyp 1 DR)	=	Cell							
ABaraap	=	Cell							
ABaraapa	=	Cell							
ABaraapaa	=	Cell							
ABaraapaaa	=	Cell							
ABaraapaaaa (e3D)	=	Cell							
ABaraapaaap (m1DL)	=	Cell							
ABaraapaap	=	Cell							
ABaraapaapa (m2DL)	=	Cell							
ABaraapaapp (mc2DL)	=	Cell							
ABaraapap	=	Cell							
ABaraapapa	=	Cell							
ABaraapapaa	=	Cell							
ABaraapapaad	=	Cell							
ABaraapapaav (NSML)	=	Cell							
ABaraapapap (m5L)	=	Cell							
ABaraapapp	=	Cell							
ABaraapappa (M2L)	=	Cell							
ABaraapappp (M3L)	=	Cell							
ABaraapp	=	Cell							
ABaraappa	=	Cell							
ABaraappaa	=	Cell							
ABaraappaaa (MI)	=	Cell							
ABaraappaap (m1DR)	=	Cell							
ABaraappap	=	Cell							
ABaraappapa (m2DR)	=	Cell							
ABaraappapp (mc2DR)	=	Cell							
ABaraappp	=	Cell							
ABaraapppa	=	Cell							
ABaraapppaa	=	Cell							
ABaraapppaad	=	Cell							
ABaraapppaav (NSMR)	=	Cell							
ABaraapppap (m5R)	=	Cell							
ABaraapppp	=	Cell							
ABaraappppa (M2R)	=	Cell							
ABaraappppp (M3R)	=	Cell							
ABarap	=	Cell							
ABarapa	=	Cell							
ABarapaa	=	Cell							
ABarapaaa	=	Cell							
ABarapaaaa	=	Cell							
ABarapaaaaa (e3VR)	=	Cell							
ABarapaaaap (m2VR)	=	Cell							
ABarapaaap	=	Cell							
ABarapaaapa (m1VR)	=	Cell							
ABarapaaapp	=	Cell							
ABarapaap	=	Cell							
ABarapaapa	=	Cell							
ABarapaapaa (m2R)	=	Cell							
ABarapaapap	=	Cell							
ABarapaapp	=	Cell							
ABarapaappa (m3R)	=	Cell							
ABarapaappp (MCR)	=	Cell							
ABarapap	=	Cell							
ABarapapa	=	Cell							
ABarapapaa	=	Cell							
ABarapapaaa	=	Cell							
ABarapapaap	=	Cell							
ABarapapaapa (I2R)	=	Cell							
ABarapapaapp	=	Cell							
ABarapapap	=	Cell							
ABarapapapa (arc post V)	=	Cell							
ABarapapapp (I5)	=	Cell							
ABarapapp	=	Cell							
ABarapappa	=	Cell							
ABarapappaa (I1R)	=	Cell							
ABarapappap	=	Cell							
ABarapappp	=	Cell							
ABarapapppa (mc2V)	=	Cell							
ABarapapppp (m3VR)	=	Cell							
ABarapp	=	Cell							
ABarappa	=	Cell							
ABarappaa	=	Cell							
ABarappaaa	=	Cell							
ABarappaaaa (RIPR)	=	Cell							
ABarappaaap	=	Cell							
ABarappaap	=	Cell							
ABarappaapa (hyp 1 V)	=	Cell							
ABarappaapp	=	Cell							
ABarappap	=	Cell							
ABarappapa	=	Cell							
ABarappapaa (RMDDR)	=	Cell							
ABarappapap	=	Cell							
ABarappapapa	=	Cell							
ABarappapapp (SMBDR)	=	Cell							
ABarappapp	=	Cell							
ABarappappa (DB2)	=	Cell							
ABarappappp (SMBVR)	=	Cell							
ABarappp	=	Cell							
ABarapppa	=	Cell							
ABarapppaa	=	Cell							
ABarapppaaa (RMDVR)	=	Cell							
ABarapppaap (ILshVR)	=	Cell							
ABarapppap	=	Cell							
ABarapppapa (SAADR)	=	Cell							
ABarapppapp (ILsoVR)	=	Cell							
ABarapppp	=	Cell							
ABarappppa	=	Cell							
ABarappppaa (SMDVR)	=	Cell							
ABarappppap (BAGR)	=	Cell							
ABarappppp	=	Cell							
ABarapppppa	=	Cell							
ABarapppppaa (IL1VR)	=	Cell							
ABarapppppap	=	Cell							
ABarapppppp (IL2VR)	=	Cell							
ABarp	=	Cell							
